id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
5005,NTTH,medium_airport,"Huahine-Fare Airport",-16.6872005462646,-151.022003173828,7,OC,PF,PF-U-A,Fare,yes,NTTH,HUH,,,http://en.wikipedia.org/wiki/Huahine_-_Fare_Airport,
5006,NTTM,medium_airport,"Moorea Airport",-17.4899997711182,-149.761993408203,9,OC,PF,PF-U-A,,yes,NTTM,MOZ,,,http://en.wikipedia.org/wiki/Moorea_T%C3%A9ma%C3%A9_Airport,
5007,NTTO,medium_airport,"Hao Airport",-18.074800491333,-140.945999145508,10,OC,PF,PF-U-A,,yes,NTTO,HOI,,,http://en.wikipedia.org/wiki/Hao_Airport,
5008,NTTP,medium_airport,"Maupiti Airport",-16.4265003204346,-152.244003295898,15,OC,PF,PF-U-A,,yes,NTTP,MAU,,,http://en.wikipedia.org/wiki/Maupiti_Airport,
5009,NTTR,medium_airport,"Raiatea Airport",-16.722900390625,-151.466003417969,3,OC,PF,PF-U-A,Uturoa,yes,NTTR,RFP,,,http://en.wikipedia.org/wiki/Raiatea_Airport,
32573,NTUV,small_airport,"Vahitahi Airport",-18.7800006866455,-138.852996826172,9,OC,PF,PF-U-A,Vahitahi,no,NTUV,VHZ,,,,
31964,NVSA,small_airport,"Mota Lava Airport",-13.6660003662109,167.712005615234,63,OC,VU,VU-TOB,Ablow,yes,NVSA,MTV,,,,
32323,NVSC,small_airport,"Sola Airport",-13.8516998291016,167.537002563477,7,OC,VU,VU-TOB,Sola,yes,NVSC,SLH,,,,
32469,NVSD,small_airport,"Torres Airstrip",-13.3280000686646,166.638000488281,,OC,VU,VU-TOB,Loh/Linua,yes,NVSD,TOH,,,,
30961,NVSE,small_airport,"Sangafa Airport",-17.0902996063232,168.343002319336,7,OC,VU,VU-SEE,Sangafa,yes,NVSE,EAE,,,,
30817,NVSF,small_airport,"Craig Cove Airport",-16.2649993896484,167.92399597168,69,OC,VU,VU-MAP,"Craig Cove",yes,NVSF,CCV,,,,
31841,NVSG,small_airport,"Longana Airport",-15.3066997528076,167.966995239258,167,OC,VU,VU-PAM,Longana,yes,NVSG,LOD,,,,
35161,NVSH,small_airport,"Sara Airport",-15.4708003997803,168.151992797852,,OC,VU,VU-PAM,"Pentecost Island",yes,NVSH,SSR,,,,
35163,NVSI,small_airport,"Tavie Airport",-16.4389991760254,168.25700378418,,OC,VU,VU-MAP,"Paama Island",yes,NVSI,PBJ,,,,
31847,NVSL,small_airport,"Lamap Airport",-16.4540004730225,167.822998046875,7,OC,VU,VU-MAP,Lamap,yes,NVSL,LPM,,,,
31835,NVSM,small_airport,"Lamen Bay Airport",-16.5841999053955,168.158996582031,7,OC,VU,VU-SEE,"Lamen Bay",yes,NVSM,LNB,,,,
35159,NVSN,small_airport,"Naone Airport",-15,168.082992553711,,OC,VU,VU-PAM,"Maewo Island",yes,NVSN,MWF,,,,
31836,NVSO,small_airport,"Lonorore Airport",-15.8655996322632,168.171997070312,43,OC,VU,VU-PAM,Lonorore,yes,NVSO,LNE,,,,
32056,NVSP,small_airport,"Norsup Airport",-16.0797004699707,167.401000976562,23,OC,VU,VU-MAP,Norsup,yes,NVSP,NUS,,,,
35158,NVSQ,medium_airport,"Gaua Island Airport",-14.2180995941162,167.587005615234,,OC,VU,VU-TOB,"Gaua Island",yes,NVSQ,ZGU,,,,"Banks Islands"
32200,NVSR,small_airport,"Redcliffe Airport",-15.4720001220703,167.835006713867,36,OC,VU,VU-PAM,Redcliffe,yes,NVSR,RCL,,,,
5010,NVSS,medium_airport,"Santo Pekoa International Airport",-15.5050001144,167.220001221,184,OC,VU,VU-SAM,Luganville,yes,NVSS,SON,,http://www.airports.vu/Santo%20Pekoa/Santo%20Pekoa.htm,http://en.wikipedia.org/wiki/Santo-Pekoa_International_Airport,
32437,NVST,small_airport,"Tongoa Island Airport",-16.8910999298096,168.550994873047,443,OC,VU,VU-SEE,"Tongoa Island",yes,NVST,TGH,,,,
35164,NVSU,small_airport,"UlÃ©i Airport",-16.3330001831055,168.283004760742,,OC,VU,VU-MAP,"Ambryn Island",yes,NVSU,ULB,,,,
32583,NVSV,small_airport,"Valesdir Airport",-16.7961006164551,168.177001953125,10,OC,VU,VU-SEE,Valesdir,yes,NVSV,VLS,,,,
32658,NVSW,small_airport,"Walaha Airport",-15.4119997024536,167.690994262695,151,OC,VU,VU-PAM,Walaha,no,NVSW,WLH,,,,
35162,NVSX,small_airport,"Southwest Bay Airport",-16.4950008392334,167.438003540039,,OC,VU,VU-MAP,"Malekula Island",yes,NVSX,SWJ,,,,
35160,NVSZ,small_airport,"North West Santo Airport",-14.8816995620728,166.557998657227,,OC,VU,VU-SAM,Olpoi,yes,NVSZ,OLZ,,,,
30663,NVVA,small_airport,"Anelghowhat Airport",-20.2492008209229,169.77099609375,7,OC,VU,VU-TAE,Anelghowhat,yes,NVVA,AUY,,,,
30665,NVVB,small_airport,"Aniwa Airport",-19.2399997711182,169.604995727539,69,OC,VU,VU-TAE,Aniwa,yes,NVVB,AWD,,,,
30926,NVVD,small_airport,"Dillon's Bay Airport",-18.7693996429443,169.001007080078,538,OC,VU,VU-TAE,"Dillon's Bay",yes,NVVD,DLY,,,,
31209,NVVF,small_airport,"Futuna Airport",-19.5163993835449,170.231994628906,,OC,VU,VU-TAE,"Futuna Island",yes,NVVF,FTA,,,,
31682,NVVI,small_airport,"Ipota Airport",-18.8782997131348,169.307998657227,23,OC,VU,VU-TAE,Ipota,yes,NVVI,IPA,,,,
32526,NVVQ,small_airport,"Quion Hill Airport",-17.5400009155273,168.442001342773,16,OC,VU,VU-SEE,"Quion Hill",no,NVVQ,UIQ,,,,
5011,NVVV,medium_airport,"Port Vila Bauerfield Airport",-17.6993007659912,168.320007324219,70,OC,VU,VU-SEE,"Port Vila",yes,NVVV,VLI,,,http://en.wikipedia.org/wiki/Bauerfield_International_Airport,
5012,NVVW,medium_airport,"Tanna Airport",-19.455099105835,169.223999023438,19,OC,VU,VU-TAE,,yes,NVVW,TAH,,,http://en.wikipedia.org/wiki/White_Grass_Airport,
32439,NWWA,medium_airport,"Tiga Airport",-21.0960998535156,167.804000854492,128,OC,NC,NC-U-A,Tiga,yes,NWWA,TGJ,,,http://en.wikipedia.org/wiki/Tiga_Airport,
30778,NWWC,medium_airport,"Ãle Art - Waala Airport",-19.7206001281738,163.660995483398,306,OC,NC,NC-U-A,Waala,yes,NWWC,BMY,,,http://en.wikipedia.org/wiki/%C3%8Ele_Art_-_Waala_Airport,"Belep Islands Airport"
5013,NWWD,medium_airport,"KonÃ© Airport",-21.0543003082275,164.837005615234,23,OC,NC,NC-U-A,KonÃ©,yes,NWWD,KNQ,,,http://en.wikipedia.org/wiki/Kon%C3%A9_Airport,
5014,NWWE,medium_airport,"Ãle des Pins Airport",-22.5888996124268,167.455993652344,315,OC,NC,NC-U-A,"Ãle des Pins",yes,NWWE,ILP,,,http://en.wikipedia.org/wiki/%C3%8Ele_des_Pins_Airport,
31605,NWWH,small_airport,"Nesson Airport",-21.2563991546631,165.617004394531,10,OC,NC,NC-U-A,Houailou,no,NWWH,HLU,,,,
5015,NWWK,medium_airport,"Koumac Airport",-20.5463008880615,164.255996704102,42,OC,NC,NC-U-A,Koumac,yes,NWWK,KOC,,,http://en.wikipedia.org/wiki/Koumac_Airport,
5016,NWWL,medium_airport,"Lifou Airport",-20.7747993469238,167.240005493164,92,OC,NC,NC-U-A,Lifou,yes,NWWL,LIF,,,http://en.wikipedia.org/wiki/Lifou_Airport,
5017,NWWM,medium_airport,"NoumÃ©a Magenta Airport",-22.25830078125,166.473007202148,10,OC,NC,NC-U-A,NoumÃ©a,yes,NWWM,GEA,,,http://en.wikipedia.org/wiki/Noum%C3%A9a_Magenta_Airport,"l'AÃ©roport de NoumÃ©a Magenta"
31681,NWWO,small_airport,"Edmond CanÃ© Airport",-22.4599990844727,166.783004760742,7,OC,NC,NC-U-A,"Ãle Ouen",no,NWWO,IOU,,,,
32180,NWWP,small_airport,"Poum Airport",-20.2891998291016,164.098999023438,6,OC,NC,NC-U-A,Poum,no,NWWP,PUV,,,,
32150,NWWQ,small_airport,"Mueo Airport",-21.3164005279541,164.998992919922,,OC,NC,NC-U-A,Mueo,no,NWWQ,PDC,,,,
5018,NWWR,medium_airport,"MarÃ© Airport",-21.4817008972168,168.037994384766,141,OC,NC,NC-U-A,MarÃ©,yes,NWWR,MEE,,,http://en.wikipedia.org/wiki/Mar%C3%A9_Airport,
5019,NWWU,medium_airport,"Touho Airport",-20.7900009155273,165.259002685547,10,OC,NC,NC-U-A,Touho,yes,NWWU,TOU,,,http://en.wikipedia.org/wiki/Touho_Airport,
5020,NWWV,medium_airport,"OuvÃ©a Airport",-20.6406002044678,166.572998046875,23,OC,NC,NC-U-A,OuvÃ©a,yes,NWWV,UVE,,,http://en.wikipedia.org/wiki/Ouv%C3%A9a_Airport,
5021,NWWW,medium_airport,"La Tontouta International Airport",-22.0146007537842,166.212997436523,52,OC,NC,NC-U-A,NoumÃ©a,yes,NWWW,NOU,,http://www.cci-nc.com/tontouta/index.php,http://en.wikipedia.org/wiki/La_Tontouta_International_Airport,"AÃ©roport de NoumÃ©a - La Tontouta"
5023,NZAA,large_airport,"Auckland International Airport",-37.0080986022949,174.792007446289,23,OC,NZ,NZ-AUK,Auckland,yes,NZAA,AKL,,http://www.auckland-airport.co.nz/,http://en.wikipedia.org/wiki/Auckland_International_Airport,
5024,NZAP,medium_airport,"Taupo Airport",-38.7397003173828,176.083999633789,1335,OC,NZ,NZ-WKO,Taupo,yes,NZAP,TUO,,,http://en.wikipedia.org/wiki/Taupo_Airport,
5025,NZAR,medium_airport,"Ardmore Airport",-37.0297012329102,174.973007202148,111,OC,NZ,NZ-AUK,Manurewa,no,NZAR,AMZ,,http://www.nzar.co.nz/,http://en.wikipedia.org/wiki/Ardmore_Airport,
29672,NZAS,small_airport,"Ashburton Aerodrome",-43.9033012390137,171.796997070312,302,OC,NZ,NZ-CAN,,no,NZAS,ASG,,,http://en.wikipedia.org/wiki/Ashburton_Aerodrome,
5026,NZCH,large_airport,"Christchurch International Airport",-43.4893989562988,172.531997680664,123,OC,NZ,NZ-CAN,Christchurch,yes,NZCH,CHC,,http://www.christchurchairport.co.nz/,http://en.wikipedia.org/wiki/Christchurch_International_Airport,
5027,NZCI,medium_airport,"Chatham Islands-Tuuta Airport",-43.810001373291,-176.457000732422,43,OC,NZ,NZ-WGN,Waitangi,yes,NZCI,CHT,,,http://en.wikipedia.org/wiki/Chatham_Islands_/_Tuuta_Airport,Karewa
29804,NZCX,small_airport,"Coromandel Aerodrome",-36.7916984558105,175.509002685547,10,OC,NZ,NZ-WKO,,no,NZCX,CMV,,,http://en.wikipedia.org/wiki/Coromandel_Aerodrome,
29817,NZDA,small_airport,"Dargaville Aerodrome",-35.9397010803223,173.893997192383,10,OC,NZ,NZ-NTL,,no,NZDA,DGR,,,http://en.wikipedia.org/wiki/Dargaville_Aerodrome,
5028,NZDN,medium_airport,"Dunedin Airport",-45.9281005859375,170.197998046875,4,OC,NZ,NZ-OTA,Dunedin,yes,NZDN,DUD,,http://www.dnairport.co.nz/,http://en.wikipedia.org/wiki/Dunedin_International_Airport,
29877,NZFJ,small_airport,"Franz Josef Aerodrome",-43.3630981445312,170.134002685547,240,OC,NZ,NZ-WTC,,no,NZFJ,WHO,,,,
29913,NZGB,small_airport,"Great Barrier Aerodrome",-36.2414016723633,175.47200012207,20,OC,NZ,NZ-AUK,Claris,no,NZGB,GBZ,,,http://en.wikipedia.org/wiki/Great_Barrier_Aerodrome,
29917,NZGM,small_airport,"Greymouth Airport",-42.4617004394531,171.190002441406,10,OC,NZ,NZ-WTC,,no,NZGM,GMN,,,,
5030,NZGS,medium_airport,"Gisborne Airport",-38.6632995605469,177.977996826172,15,OC,NZ,NZ-GIS,Gisborne,yes,NZGS,GIS,,,http://en.wikipedia.org/wiki/Gisborne_Airport,
5031,NZGT,medium_airport,"Glentanner Airport",-43.9067001342773,170.128005981445,1824,OC,NZ,NZ-CAN,"Glentanner Station",no,NZGT,GTN,,,http://en.wikipedia.org/wiki/Glentanner_Aerodrome,"Lake Pukaki"
5032,NZHK,medium_airport,"Hokitika Airfield",-42.7136001586914,170.985000610352,146,OC,NZ,NZ-WTC,,yes,NZHK,HKK,,,http://en.wikipedia.org/wiki/Hokitika_Airport,
5033,NZHN,medium_airport,"Hamilton International Airport",-37.8666992188,175.332000732,172,OC,NZ,NZ-WKO,Hamilton,yes,NZHN,HLZ,,http://www.hamiltonairport.co.nz/,http://en.wikipedia.org/wiki/Hamilton_International_Airport,
30547,NZKE,small_airport,"Waiheke Reeve Airport",-36.8088989257812,175.085998535156,226,OC,NZ,NZ-AUK,,no,NZKE,WIK,,,,
30001,NZKI,small_airport,"Kaikoura Airport",-42.4249992370605,173.604995727539,20,OC,NZ,NZ-CAN,,no,NZKI,KBZ,,,,
5036,NZKK,medium_airport,"Kerikeri Airport",-35.2627983093262,173.912002563477,492,OC,NZ,NZ-NTL,Kerikeri,yes,NZKK,KKE,,http://www.kerikeri-airport.co.nz/,http://en.wikipedia.org/wiki/Kerikeri_Airport,
30000,NZKO,small_airport,"Kaikohe Airport",-35.451099395752,173.817001342773,571,OC,NZ,NZ-NTL,,no,NZKO,KKO,,,,
5037,NZKT,medium_airport,"Kaitaia Airport",-35.0699996948242,173.285003662109,270,OC,NZ,NZ-NTL,Kaitaia,yes,NZKT,KAT,,,http://en.wikipedia.org/wiki/Kaitaia_Airport,
5038,NZLX,medium_airport,"Alexandra Airport",-45.2117004394531,169.373001098633,752,OC,NZ,NZ-OTA,Alexandra,no,NZLX,ALR,,,http://en.wikipedia.org/wiki/Alexandra_Aerodrome,
30124,NZMA,small_airport,"Matamata Glider Airport",-37.7344017028809,175.742004394531,180,OC,NZ,NZ-WKO,,no,NZMA,MTA,,,,
5039,NZMC,medium_airport,"Mount Cook Airport",-43.7649993896484,170.132995605469,2153,OC,NZ,NZ-CAN,,no,NZMC,MON,,,,
30138,NZMF,small_airport,"Milford Sound Airport",-44.6733016967773,167.923004150391,10,OC,NZ,NZ-STL,,no,NZMF,MFN,,,,
30166,NZMK,small_airport,"Motueka Airport",-41.1232986450195,172.988998413086,39,OC,NZ,NZ-TAS,,no,NZMK,MZP,,,,
5040,NZMO,medium_airport,"Manapouri Airport",-45.5331001281738,167.649993896484,687,OC,NZ,NZ-STL,,no,NZMO,TEU,,,,
5041,NZMS,medium_airport,"Hood Airport",-40.9733009338379,175.634002685547,364,OC,NZ,NZ-WGN,Masterton,no,NZMS,MRO,,http://www.svas.org.nz/pages/hood_aerodrome_location.htm,http://en.wikipedia.org/wiki/Hood_Aerodrome,
5042,NZNP,medium_airport,"New Plymouth Airport",-39.0085983276367,174.179000854492,97,OC,NZ,NZ-TKI,"New Plymouth",yes,NZNP,NPL,,,http://en.wikipedia.org/wiki/New_Plymouth_Airport,
5043,NZNR,medium_airport,"Napier Airport",-39.4658012390137,176.869995117188,6,OC,NZ,NZ-HKB,,yes,NZNR,NPE,,,http://en.wikipedia.org/wiki/Napier_Airport,
5044,NZNS,medium_airport,"Nelson Airport",-41.2983016967773,173.220993041992,17,OC,NZ,NZ-NSN,Nelson,yes,NZNS,NSN,,http://www.nelsonairport.co.nz/,http://en.wikipedia.org/wiki/Nelson_Airport_(New_Zealand),
5045,NZNV,medium_airport,"Invercargill Airport",-46.4123992919922,168.313003540039,5,OC,NZ,NZ-STL,Invercargill,yes,NZNV,IVC,,http://www.invercargillairport.co.nz/index.htm,http://en.wikipedia.org/wiki/Invercargill_Airport,
5046,NZOH,medium_airport,"RNZAF Base Ohakea",-40.2060012817383,175.388000488281,164,OC,NZ,NZ-MWT,,no,NZOH,OHA,,http://www.airforce.mil.nz/about/hqbases/boh.htm,http://en.wikipedia.org/wiki/RNZAF_Base_Ohakea,
5047,NZOU,medium_airport,"Oamaru Airport",-44.9700012207031,171.082000732422,99,OC,NZ,NZ-OTA,,yes,NZOU,OAM,,,http://en.wikipedia.org/wiki/Oamaru_Aerodrome,
5049,NZPM,medium_airport,"Palmerston North Airport",-40.3205986022949,175.617004394531,151,OC,NZ,NZ-MWT,,yes,NZPM,PMR,,http://www.pnairport.co.nz/index.php,http://en.wikipedia.org/wiki/Palmerston_North_International_Airport,
30267,NZPN,small_airport,"Picton Aerodrome",-41.3460998535156,173.955993652344,161,OC,NZ,NZ-MBH,Picton,no,NZPN,PCN,,,,
5050,NZPP,medium_airport,"Paraparaumu Airport",-40.9047012329102,174.988998413086,22,OC,NZ,NZ-WGN,,no,NZPP,PPQ,,,http://en.wikipedia.org/wiki/Paraparaumu_Airport,
5051,NZQN,medium_airport,"Queenstown International Airport",-45.0210990906,168.738998413,1171,OC,NZ,NZ-OTA,Queenstown,yes,NZQN,ZQN,,,http://en.wikipedia.org/wiki/Queenstown_International_Airport,
30315,NZRA,small_airport,"Raglan Airfield",-37.8046989440918,174.860000610352,10,OC,NZ,NZ-WKO,,no,NZRA,RAG,,,,
30358,NZRC,small_airport,"Ryans Creek Aerodrome",-46.8997001648,168.100997925,62,OC,NZ,NZ-STL,Oban,no,NZRC,SZS,,,,
5052,NZRO,medium_airport,"Rotorua Regional Airport",-38.1091995239258,176.317001342773,935,OC,NZ,NZ-BOP,Rotorua,yes,NZRO,ROT,,,http://en.wikipedia.org/wiki/Rotorua_Regional_Airport,
5055,NZTG,medium_airport,"Tauranga Airport",-37.6719017028809,176.195999145508,13,OC,NZ,NZ-BOP,Tauranga,yes,NZTG,TRG,,,http://en.wikipedia.org/wiki/Tauranga_Airport,
30483,NZTH,small_airport,"Thames Aerodrome",-37.1567001342773,175.550003051758,10,OC,NZ,NZ-WKO,,no,NZTH,TMZ,,,,
30464,NZTK,small_airport,"Takaka Airport",-40.8133010864258,172.774993896484,102,OC,NZ,NZ-TAS,,no,NZTK,KTF,,,,
30489,NZTO,small_airport,"Tokoroa Airfield",-38.2366981506348,175.891998291016,1220,OC,NZ,NZ-WKO,Tokoroa,no,NZTO,TKZ,,,,
30462,NZTS,small_airport,"Taharoa Aerodrome",-38.1810989379883,174.707992553711,69,OC,NZ,NZ-WKO,Taharoa,no,NZTS,THH,,,,
5056,NZTU,medium_airport,"Timaru Airport",-44.3027992248535,171.225006103516,89,OC,NZ,NZ-CAN,,yes,NZTU,TIU,,,http://en.wikipedia.org/wiki/Richard_Pearse_Airport,
5057,NZUK,medium_airport,"Pukaki Airport",-44.2350006104,170.117996216,1575,OC,NZ,NZ-CAN,Twitzel,no,NZUK,TWZ,,,http://en.wikipedia.org/wiki/South_Island,
5058,NZWB,medium_airport,"Woodbourne Airport",-41.5182991027832,173.869995117188,109,OC,NZ,NZ-MBH,Blenheim,yes,NZWB,BHE,,,http://en.wikipedia.org/wiki/Woodbourne_Airport,
5060,NZWF,medium_airport,"Wanaka Airport",-44.7221984863281,169.246002197266,1142,OC,NZ,NZ-OTA,,yes,NZWF,WKA,,,http://en.wikipedia.org/wiki/Wanaka_Airport,
5062,NZWK,medium_airport,"Whakatane Airport",-37.9206008911133,176.914001464844,20,OC,NZ,NZ-BOP,,yes,NZWK,WHK,,,http://en.wikipedia.org/wiki/Whakatane_Airport,
5063,NZWN,large_airport,"Wellington International Airport",-41.3272018433,174.804992676,41,OC,NZ,NZ-WGN,Wellington,yes,NZWN,WLG,,http://www.wellingtonairport.co.nz/,http://en.wikipedia.org/wiki/Wellington_International_Airport,
5064,NZWO,medium_airport,"Wairoa Airport",-39.0069007873535,177.406997680664,42,OC,NZ,NZ-HKB,Wairoa,no,NZWO,WIR,,,,
5066,NZWR,medium_airport,"Whangarei Airport",-35.7682991027832,174.365005493164,133,OC,NZ,NZ-NTL,,yes,NZWR,WRE,,,http://en.wikipedia.org/wiki/Whangarei_Airport,
5067,NZWS,medium_airport,"Westport Airport",-41.7380981445312,171.580993652344,13,OC,NZ,NZ-WTC,,yes,NZWS,WSZ,,,http://en.wikipedia.org/wiki/Westport_Airport_(New_Zealand),
30560,NZWT,small_airport,"Whitianga Airport",-36.8316993713379,175.679000854492,10,OC,NZ,NZ-WKO,,no,NZWT,WTZ,,,,
5068,NZWU,medium_airport,"Wanganui Airport",-39.9622001647949,175.024993896484,27,OC,NZ,NZ-MWT,Wanganui,yes,NZWU,WAG,,,http://en.wikipedia.org/wiki/Wanganui_Airport,
46091,O62,closed,"Carmel Valley",36.4814843441,-121.72911644,,NA,US,US-CA,,no,,O62,,,,
30739,OABN,small_airport,"Bamiyan Airport",34.8170013427734,67.8170013427734,8367,AS,AF,AF-BAM,Bamiyan,no,OABN,BIN,,,,
30795,OABT,small_airport,"Bost Airport",31.559700012207,64.3649978637695,2464,AS,AF,AF-HEL,Bost,no,OABT,BST,,,,
30815,OACC,small_airport,"Chakcharan Airport",34.5330009460449,65.2669982910156,7383,AS,AF,AF-GHO,Chakcharan,no,OACC,CCN,,,,
30877,OADZ,small_airport,"Darwaz Airport",38.4611015319824,70.8824996948242,5250,AS,AF,AF-BDS,Darwaz,no,OADZ,DAZ,,,,
31044,OAFR,small_airport,"Farah Airport",32.367000579834,62.1829986572266,3083,AS,AF,AF-FRA,Farah,no,OAFR,FAH,,,,
31065,OAFZ,small_airport,"Faizabad Airport",37.1211013793945,70.5180969238281,3872,AS,AF,AF-BDS,Faizabad,yes,OAFZ,FBD,,,,
31787,OAHN,small_airport,"Khwahan Airport",37.882999420166,70.2170028686523,3593,AS,AF,AF-BDS,Khwahan,no,OAHN,KWH,,,,
5069,OAHR,medium_airport,"Herat Airport",34.2099990844727,62.2282981872559,3206,AS,AF,AF-HER,,yes,OAHR,HEA,,,http://en.wikipedia.org/wiki/Herat_Airfield,
5071,OAJL,medium_airport,"Jalalabad Airport",34.3997993469238,70.4985961914062,1814,AS,AF,AF-NAN,,no,OAJL,JAA,,,http://en.wikipedia.org/wiki/Jalalabad_Airport,
5072,OAKB,medium_airport,"Kabul International Airport",34.5658988952637,69.2123031616211,5877,AS,AF,AF-KAB,Kabul,yes,OAKB,KBL,,,http://en.wikipedia.org/wiki/Kabul_International_Airport,
5073,OAKN,medium_airport,"Kandahar Airport",31.5058002471924,65.8478012084961,3337,AS,AF,AF-KAN,,no,OAKN,KDH,,,http://en.wikipedia.org/wiki/Kandahar_International_Airport,
31750,OAKS,small_airport,"Khost Airport",33.3334007263184,69.9520034790039,3756,AS,AF,AF-PIA,Khost,no,OAKS,KHT,,,,
5074,OAMN,medium_airport,"Maimana Airport",35.9308013916016,64.7609024047852,2743,AS,AF,AF-FYB,,no,OAMN,MMZ,,,,
5075,OAMS,medium_airport,"Mazar I Sharif Airport",36.706901550293,67.2097015380859,1284,AS,AF,AF-BAL,,yes,OAMS,MZR,,,http://en.wikipedia.org/wiki/Mazari_Sharif_Airport,
31849,OAQN,small_airport,"Qala-I-Naw Airport",34.9850006103516,63.1178016662598,2999,AS,AF,AF-BDG,Qala-I-Naw,no,OAQN,LQN,,,,
32288,OASN,small_airport,"Sheghnan Airport",37.5670013427734,71.5,6700,AS,AF,AF-BDS,Sheghnan,no,OASN,SGA,,,,
32449,OATN,small_airport,"Tereen Airport",32.6041984558105,65.8657989501953,4429,AS,AF,AF-ORU,Tereen,no,OATN,TII,,,,
5078,OAUZ,medium_airport,"Konduz Airport",36.6651000976562,68.9107971191406,1457,AS,AF,AF-KDZ,,no,OAUZ,UND,,,http://en.wikipedia.org/wiki/Kunduz_Airport,
32739,OAZJ,small_airport,"Zaranj Airport",31.1000003814697,61.9329986572266,1578,AS,AF,AF-NIM,Zaranj,no,OAZJ,ZAJ,,,,
5079,OBBI,large_airport,"Bahrain International Airport",26.2707996368408,50.6335983276367,6,AS,BH,BH-15,Manama,yes,OBBI,BAH,,http://www.bahrainairport.com/,http://en.wikipedia.org/wiki/Bahrain_International_Airport,"ÙØ·Ø§Ø± Ø§ÙØ¨Ø­Ø±ÙÙ Ø§ÙØ¯ÙÙÙ"
5082,OEAB,medium_airport,"Abha Regional Airport",18.2404003143,42.6566009521,6858,AS,SA,SA-14,Abha,yes,OEAB,AHB,,,http://en.wikipedia.org/wiki/Abha_Regional_Airport,
5083,OEAH,medium_airport,"Al Ahsa Airport",25.2852993011475,49.4851989746094,588,AS,SA,SA-04,,yes,OEAH,HOF,,,http://en.wikipedia.org/wiki/Al-Ahsa_Domestic_Airport,
5084,OEBA,medium_airport,"Al Baha Airport",20.2961006164551,41.6343002319336,5486,AS,SA,SA-11,,yes,OEBA,ABT,,,http://en.wikipedia.org/wiki/Al-Baha_Domestic_Airport,
5085,OEBH,medium_airport,"Bisha Airport",19.9843997955322,42.6208992004395,3887,AS,SA,SA-14,,yes,OEBH,BHH,,,http://en.wikipedia.org/wiki/Bisha_Domestic_Airport,
5087,OEDF,large_airport,"King Fahd International Airport",26.4712009429932,49.7979011535645,72,AS,SA,SA-04,"Ad Dammam",yes,OEDF,DMM,,,http://en.wikipedia.org/wiki/King_Fahd_International_Airport,
5089,OEDR,large_airport,"King Abdulaziz Air Base",26.2653999329,50.1520004272,84,AS,SA,SA-04,,no,OEDR,DHA,,,http://en.wikipedia.org/wiki/Dhahran_International_Airport,
30952,OEDW,medium_airport,"Dawadmi Domestic Airport",24.5,44.4000015258789,3429,AS,SA,SA-01,Dawadmi,yes,OEDW,DWD,,,http://en.wikipedia.org/wiki/Dawadmi_Domestic_Airport,"Prinz Salman bin Abdulaziz Airport, Dwadmi"
5090,OEGN,medium_airport,"Jizan Regional Airport",16.9011001586914,42.5858001708984,20,AS,SA,SA-09,Jizan,yes,OEGN,GIZ,,,http://en.wikipedia.org/wiki/Gizan_Regional_Airport,"Gizan, King Abdullah Bin Abdulaziz Airport"
5091,OEGS,medium_airport,"Gassim Airport",26.3027992248535,43.7743988037109,2126,AS,SA,SA-05,,yes,OEGS,ELQ,,,http://en.wikipedia.org/wiki/Gassim_Regional_Airport,
5092,OEGT,medium_airport,"Guriat Domestic Airport",31.4118995666504,37.2794990539551,1672,AS,SA,SA-08,,yes,OEGT,URY,,,http://en.wikipedia.org/wiki/Gurayat_Domestic_Airport,
5093,OEHL,medium_airport,"Hail Airport",27.4379005432129,41.6862983703613,3331,AS,SA,SA-06,,yes,OEHL,HAS,,,http://en.wikipedia.org/wiki/Ha'il_Regional_Airport,
5095,OEJB,medium_airport,"Jubail Airport",27.0389995574951,49.405101776123,26,AS,SA,SA-04,Jubail,no,OEJB,QJB,,,,OEJL
5097,OEJN,large_airport,"King Abdulaziz International Airport",21.679599762,39.15650177,48,AS,SA,SA-02,Jeddah,yes,OEJN,JED,,,http://en.wikipedia.org/wiki/King_Abdulaziz_International_Airport,"Mecca, Hajj"
5098,OEKK,medium_airport,"King Khaled Military City Airport",27.9008998871,45.5281982422,1352,AS,SA,SA-04,"King Khaled Military City",yes,OEKK,HBT,,,http://en.wikipedia.org/wiki/Hafr_al-Batin_Domestic_Airport,
5099,OEKM,medium_airport,"King Khaled Air Base",18.2973003387451,42.8035011291504,6778,AS,SA,SA-14,,no,OEKM,KMX,,,,
5101,OEMA,large_airport,"Prince Mohammad Bin Abdulaziz Airport",24.5534000396729,39.7051010131836,2151,AS,SA,SA-03,Medina,yes,OEMA,MED,,,http://en.wikipedia.org/wiki/Prince_Mohammad_Bin_Abdulaziz_Airport,Medinah
5102,OENG,medium_airport,"Nejran Airport",17.611400604248,44.4192008972168,3982,AS,SA,SA-10,,yes,OENG,EAM,,,http://en.wikipedia.org/wiki/Najran_Domestic_Airport,
5103,OEPA,medium_airport,"Hafr Al Batin Airport",28.3351993561,46.1250991821,1174,AS,SA,SA-04,Qaisumah,yes,OEPA,AQI,,,http://en.wikipedia.org/wiki/Qaisumah_Domestic_Airport,
